SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
相反,相反,[xiānɡ fǎn],"(mutual) antagonism (xiāng f?n, 相反)",,,,44
相恶,相惡,[xiānɡ wù],"(mutual) inhibition (xiāng wù, 相恶)",,,,44
相杀,相殺,[xiānɡ shā],"(mutual) suppression (xiāng shā, 相杀)",,,,44
相畏,相畏,[xiānɡ wèi],"(mutual) restraint (xiāng wèi, 相畏)",,,,44
相使,相使,[xiānɡ shǐ],"(mutual) assistance (xiāng sh?, 相使)",,,,44
相须,相須,[xiānɡ xū],"(mutual) reinforcement (xiāng xū, 相虚)",,,,44
用量,用量,,dosage,,,,44
剂量,劑量,[jì liànɡ],dose <when referring to amount of single serving of a medicinal or formula>; dosage <when referring to quantity of a given medicinal in a formula>,,,,44
调剂,調劑,,modify a formula;  formula modification,,,,44
刀圭,刀圭,[dāo ɡuī],one tenth of a square-cun spoon(ful),,,,44
方寸匕,方寸匕,[fānɡ cùn bǐ],square-cùn spoon(ful),,,,44
炮制,炮制,[páo zhì],medicinal processing,,,,44
修治,修治,[xiū zhì],medicinal processing,,,,44
修事,修事,[xiū shì],medicinal processing,,,,44
挑,挑,[tiāo],select,,,,44
拣,揀,[jiǎn],select,,,,44
簸,簸,[bǒ],winnow ([using a] woven bamboo scoop) <verb; noun>,,,,44
筛,篩,[shāi],<noun> sieve; <verb> sift,,,,44
刮,刮,[ɡuā],scrape,,,,44
刷,刷,[shuā],brush,,,,44
捣,搗,[dǎo],pound,,,,44
碾,碾,[niǎn],grind,,,,44
镑,鎊,[bànɡ],flaking; flake,,,,44
锉,銼,[cuò],file,,,,44
锉散,銼散,[cuò sǎn],powder by filing or pounding,,,,44
切,切,[qiē],cut; slice,,,,44
铡,鍘,[zhá],cut with a sickle,,,,44
水制,水制,[shuǐ zhì],processed with water; water-processed,,,,44
洗,洗,[xǐ],wash,,,,44
淋,淋,"[lìn, lín]",① strangury ② sprinkle,,,,44
泡,泡,[pào],soak,,,,44
润,潤,[rùn],moisten,,,,44
漂,漂,[piǎo],rinse,,,,44
水飞,水飛,[shuǐ fēi],grind with water,,,,44
火制,火制,[huǒ zhì],processed with fire; fire-processed,,,,44
炒,炒,[chǎo],dry-fried,,,,44
清炒,清炒,[qīnɡ chǎo],plain dry-frying,,,,44
炒黄,炒黃,[chǎo huánɡ],dry-fried until yellow,,,,44
炒焦,炒焦,[chǎo jiāo],dry-fried until scorched,,,,44
焦,焦,,"scorch-fried   [Note: Add “scorch-fried” in front of the Latin name if the herb is in the body of the text, or add “(scorch-fried)” after the Latin if the herb is in a chart.]",,,,44
炒炭,炒炭,[chǎo tàn],dry-fried until charred,,,,44
加辅料炒,加輔料炒,[jiā fǔ liào chǎo],dry-fried with adjuvant,,,,44
烫,燙,[tànɡ],scald,,,,44
炮炙,炮炙,[páo zhì],(medicinal) processing,,,,44
炙,炙,[zhì],"dry-fried with liquid adjuvant; liquid-fried   [Note: Add “liquid-fried” in front of the Latin name if the herb is in the body of the text, or add “(liquid-fried)” after the Latin if the herb is in a chart.]",,,,44
蜜炙,蜜炙,,"honey-fried   [Note: Add “honey-fried” in front of the Latin name if the herb is in the body of the text, or add “(honey-fried)” after the Latin if the herb is in a chart.]",,,,44
酒炙,酒炙,,"wine-fried   [Note: Add “wine-fried” in front of the Latin name if the herb is in the body of the text, or add “(wine-fried)” after the Latin if the herb is in a chart.]",,,,44
煨,煨,[wēi],"roasted   [Note: Add “roasted” in front of the Latin name if the herb is in the body of the text, or add “(roasted)” after the Latin if the herb is in a chart.]",,,,44
烘焙,烘焙,[hōnɡ bèi],"baked   [Note: Add “baked” in front of the Latin name if the herb is in the body of the text, or add “(baked)” after the Latin if the herb is in a chart.]",,,,44
煅,煆,[duàn],"calcined   [Note: Add “calcined” in front of the Latin name if the herb is in the body of the text, or add “(calcined)” after the Latin if the herb is in a chart.]",,,,44
炭,炭,,"charred   [Note: Add “charred” in front of the Latin name if the herb is in the body of the text, or add “(charred)” after the Latin if the herb is in a chart.]",,,,44
制,制,,"prepared   [Note: Add “prepared” in front of the Latin name if the herb is in the body of the text, or add “(prepared)” after the Latin if the herb is in a chart.]",,,,44
生,生,,"raw   [Note: Add “raw” in front of the Latin name if the herb is in the body of the text, or add “(raw)” after the Latin if the herb is in a chart.]",,,,44
炒,炒,,"dry-fried   [Note: Add “dry-fried” in front of the Latin name if the herb is in the body of the text, or add “(dry-fried)” after the Latin if the herb is in a chart.]",,,,44
炮,炮,,"blast-fried   [Note: Add “blast-fried” in front of the Latin name if the herb is in the body of the text, or add “(blast-fried)” after the Latin if the herb is in a chart.]",,,,44
先煎,先煎,,"

",,,,44
后下,後下,,"
",,,,44
冲服,沖服,,"
",,,,44
打,打,,"
",,,,44
粉,粉,,"
",,,,44
烊化,烊化,,,,,,44
生汁兑入,生汁兌入,,mix with fresh juice,,,,44
水火共制,水火共制,[shuǐ huǒ ɡònɡ zhì],fire and water processing,,,,44
煮,煮,[zhǔ],decoct,,,,44
蒸,蒸,[zhēnɡ],steam,,,,44
淬,淬,[cuì],quench,,,,44
制霜,制霜,[zhì shuānɡ],crystallizing or powdering,,,,44
发酵,發酵,[fā jiào],fermentation,,,,44
闷,悶,[mēn],sealed moistening; sealed to moisten,,,,44
伏,伏,[fú],cover and soak,,,,44
发芽,發芽,[fā yá],sprouting,,,,44
咀,咀,[jǔ],chew,,,,44
去火毒,去火毒,[qù huǒ dú],remove fire toxin,,,,44
粗末,粗末,[cū mò],crude powder,,,,44
一钱匕,一錢匕,[yī qián bǐ],powder on a coin,,,,44
一字,一字,[yī zì],powder on quarter of a coin,,,,44
拔毒化腐生肌药,拔毒化腐生肌藥,[bá dú huà fǔ shēnɡ jī yào],"medicinal for drawing out toxin, suppuration and promoting granulation",,,,44
腐蚀药,腐蝕藥,[fǔ shí yào],corrosive agent,,,,44
虫蛀,蟲蛀,,insect damage,,,,44
箍围药,箍圍藥,[ɡū wéi yào],encircling medicinal,,,,44
提脓祛腐药,提膿祛腐藥,[tí nónɡ qū fǔ yào],pus-discharging and putridity-eliminating medicinal,,,,44
生肌收口药,生肌收口藥,[ shēnɡ jī shōu kǒu yào],tissue-regenerating medicinal,,,,44
平胬药,平胬藥,[pínɡ nǔ yào],wound-healing medicinal,,,,44
排脓托毒,排膿托毒,[pái nónɡ tūo dú],expel pus and express toxin,,,,44
安胎药,安胎藥,[ān tāi yào],fetus-calming (miscarriage-preventing) medicinal,,,,44
药(物）,藥(物）,,Medicinal,,,a medicinal substance having or designating healing or curative properties or attributes,44
中药,中藥,,Chinese medicinal,,,usually referring to those medicinal substances recorded in Chinese materia medica,44
火制,中藥,,fire processing,,,"processing by utilizing heat or fire, including stirbaking, baking, calcining, etc.",44
补气药,補氣藥,,qi-tonifying medicinal,,,"a medicinal that tonifies the healthy qi, used in treating qi deficiency",44
补阳药,補陽藥,,yang-tonifying medicinal,,,"a medicinal that tonifies yang qi, used for treating yang deficiency",44
补肾阳药,補腎陽藥,,kidney yang-tonifying medicinal,,,"a medicinal that tonifies the kidney yang, used for treating kidney yang deficiency",44
补血药； 养血药,補血藥； 養血藥,,blood-tonifying medicinal,,,"a medicinal that tonifies the blood in treating blood deficiency, the same as the blood-nourishing medicinal",44
柔肝药,柔肝藥,,liver-emolliating medicinal,,,a medicinal that replenishes yin-blood of the liver in treating deficiency of liver yin or blood,44
补阴药； 养阴药； 滋阴药,補陰藥； 養陰藥； 滋陰藥,,yin-tonifying medicinal,,,"a medicinal that tonifies and nourishes yin fluid, the same as the yin-nourishing or yin-replenishing medicinal",44
收澁药； 固澁药,收澁藥； 固澁藥,,astringent medicinal,,,"a variety of medicinals that arrest discharges due to insecure health qi and declined visceral function such as excessive sweating, chronic diarrhea, enuresis, bleeding, leukorrhea and spermatorrhea of deficiency type",44
固表止汗药,固表止汗藥,,exterior-securing anhidrotic medicinal,,,a medicinal that arrests excessive sweating by strengthening the superficies,44
敛汗固表药,斂汗固表藥,,sweat-constraining exterior-securing medicinal,,,a medicinal that strengthens the superficies by arresting excessive sweating,44
淸热收澁药,淸熱收澁藥,,heat-clearing astringent medicinal,,,"a medicinal that clears heat and checks discharge, used in the treatment of bleeding or exudation due to pathogenic heat",44
淸炒,淸炒,,plain stir-bake,,,"bake a medicinal in a pan, with constant stirring and without adding any adjuvant",44
敛肺澁肠药,斂肺澁腸藥,,lung-intestine astringent medicinal,,,"a sour and astringent medicinal that relieves cough and dyspnea, and arrests chronic diarrhea",44
涌吐药； 催吐药,湧吐藥； 催吐藥,,emetic medicinal,,,a medicinal that induces vomiting,44
消散药,消散藥,,resolving medicinal,,,a medicinal that promotes subsidence or diminution of sores and ulcers,44
炒黄,炒黃,,stir-bake to yellow,,,"bake a medicinal in a pan, with constant stirring, till it turns yellow",44
炒焦,炒焦,,stir-bake to brown,,,"bake a medicinal in a pan, with constant stirring, till it turns brown",44
炒炭,炒炭,,stir-bake to scorch,,,"bake a medicinal in a pan, with constant stirring, till it partly turns to charcoal",44
炙,炙,,stir-bake with adjuvant,,,"bake, with stirring, a medicinal together with adjuvant until the latter is infiltrated into the medicinal",44
锻,鍛,,calcine,,,"burn a medicinal on a fire to make it crispy, easy to crush",44
煨,煨,,roast,,,bake a medicinal wrapped in wet paper or coated with dough in hot ashes till the paper or coat turns black,44
烘焙,烘焙,,bake,,,dry a medicinal over a slow fire,44
漂,漂,,long-rinse,,,steep the materials in clean water that is continuously replaced to eliminate impurities,44
草药,草藥,,herbs/herbal drugs,,,"usually referring to those medicinal substances not recorded in Chinese materia medica or only used in folk medicine, also called medicinal herbs",44
去火毒,去火毒,,eliminate fire toxin,,,remove irritants from newly prepared medicinal plasters,44
酒制,酒製,,processing with wine,,,processing a medicinal with rice wine or liquor,44
醋制,醋製,,processing with vinegar,,,"processing, mostly stirring-baking, a medicinal together with vinegar",44
上品,上品,,top grade drug,,,"medicinals that are non-toxic, possesses a rejuvenating effect and can be taken frequently and for a long period of time without harm",44
中品,中品,,medium grade drug,,,medicinals that have no or only slight toxic effect and are effective for treating diseases or deficiency conditions,44
下品,下品,,low grade drug,,,"medicinals that are effective for expelling pathogens, but are toxic and should not be taken for a long period of time",44
药味,藥味,,flavor of medicinals,,,"taste or flavor of a medicinal, representing the basic action of that medicinal",44
药性,藥性,,nature of medicinals,,,the basic properties of a medicinal,44
气味,氣味,,qi and flavor,,,the property and flavor of a medicinal that represent the main e幵ects of that medicinal,44
四气；四性,四氣；四性,,four qi,,,"the four basic properties of medicinals, cold, hot, warmth, and coolness",44
本草,本草,,materia medica,,,"that aspect of medical science concerned with the origin and preparation of medicinal agents, their doses and method of administration, also refers to Chinese medicinal herbs",44
五味,五味,,five flavors,,,"the five tastes of medicinals, pungency, sweetness, sourness, bitterness, and saltiness, representing the basic actions of the medicinals",44
升降浮沈,升降浮沈,,"upbearing, downbearing, floating and sinking",,,"direction of medicinal action, upward, downward, outward, and inward",44
归经,歸經,,meridian entry,,,"orientation of the medicinal action according to the meridian/channel on which the therapeutic action is manifested, also called meridian tropism",44
相须,相須,,mutual reinforcement,,,two medicinals with similar properties used in combination to reinforce each other's action,44
相使,相使,,mutual assistance,,,"two or more medicinals used in combination, one being the principal substance while the others play a subsidiary role to reinforce the action of the former",44
相畏,相畏,,mutual restraint,,,toxicity or side effects of a medicinal being counteracted by another,44
相杀,相殺,,mutual suppression,,,property of a medicinal to neutralize the toxicity of another,44
相恶,相惡,,mutual inhibition,,,property of a medicinal to weaken the action of another,44
相反,相反,,antagonism,,,"antagonistic combination of two medicinals, if used together, one may prevent the therapeutic effect of the other and/or there may be adverse effects",44
配伍禁忌,配伍禁忌,,prohibited combination,,,medicinals whose combined use is prohibited in a prescription,44
药材,藥材,,medicinal material,,,crude natural medicinal for processing,44
十八反,十八反,,eighteen antagonisms,,,"incompatible medicinals which, if given in combination, are believed to have serious side effects: Radix Glycyrrhizae being antagonistic to Radix Euphorbiae Pekinensis, Flos Genkwa, Radix Euphorbiae Kansui and Sargassum; Radix Aconiti being antagonistic to Bulbus Fritillariae, Fructus Trichosanthis, Rhizoma",44
十九畏,十九畏,,nineteen incompatibilities,,,"medicinals of mutual restraint which, if used in combination, one may restrain or neutralize the other's action: sulfur being incompatible with crude sodium sulfate; mercury being incompatible arsenic trioxide; Radix Euphorbiae Ebracteolatae being incompatible with litharge; Semen Crotonis being incompatible with Semen Pharbitidis; Flos Caryophylli being incompatible with Radix Curcumae; crystalline sodium sulfate being incompatible with Rhizoma Sparganii; Radix Aconiti and Radix Aconiti Kuznezoffi being incompatible with Cornu Rhinoceri; Radix Ginseng being incompatible with Faeces Trogopterorum; and Cortex Cinnamomi being incompatible with Halloysitum Rubrum",44
己 禁心,己 禁心,,contraindication,,,"any disease, symptom or circumstance which renders the use of a medicinal or therapeutic procedure inadvisable for an individual",44
妊娠禁忌,妊娠禁忌,,contraindications during pregnancy,,,medicinals whose administration is prohibited during pregnancy,44
服药食忌,服藥食忌,,dietary contraindication during medication,,,types of food that should be avoided during the period of medication,44
食忌,食忌,,dietary contraindications,,,abbreviation for dietary contraindications during medication,44
剂量,劑量,,dosage,,,the measured quantity of a medicinal to be taken,44
方寸匕,方寸匕,,square-inch-spoon,,,"an ancient instrument for measuring the quantity of medicinals, one square-inch-spoon equal to 2.74 ml, about 2 g of powdered mineral ingredients and 1 g of powdered herbal ingredients",44
配伍,配伍,,combination,,,use various medicinals jointly in a formula or prescription for producing the desired therapeutic effect and reducing toxic or side effects,44
解表药,解表藥,,exterior-releasing medicinal,,,"a category of medicinals that have the effect of dispelling external pathogen from the exterior aspect of the body, usually through sweating",44
道地药材,道地藥材,,authentic medicinal,,,genuine medicinal herbs produced at the original place,44
发散风寒药,發散風寒藥,,wind-cold-dispersing medicinal,,,a medicinal that has the effect of dispersing wind and cold in the treatment of an exterior pattern/syndrome,44
辛温解表药,辛溫解表藥,,pungent-warm exterior-releasing medicinal,,,"an exterior-releasing medicinal pungent in flavor and warm in property, used for treating a wind-cold exterior pattern/syndrome",44
发散风热药,發散風熱藥,,wind-heat dispersing medicinal,,,a medicinal that has the effect of dispersing wind and heat in the treatment of an exterior pattern/syndrome,44
辛凉解表药,辛涼解表藥,,pungent-cool exteriorreleasing medicinal,,,"an exterior-releasing medicinal pungent in flavor and cool in property, used for treating a wind-heat exterior pattern/syndrome",44
淸热药,淸熱藥,,heat-clearing medicinal,,,a category of medicinals that have the effect of clearing up internal heat in cases of externally contracted febrile diseases or fever due to yin deficiency,44
淸热泻火药,淸熱瀉火藥,,heat-clearing and fire-purging medicinal,,,a medicinal that has the effect of clearing heat or purging fire from the interior,44
淸热燥湿药,淸熱燥濕藥,,heat-clearing and dampness-drying medicinal,,,a medicinal that is effective for eliminating heat and dampness,44
淸热解毒药,淸熱解毒藥,,heat-clearing and detoxicating medicinal,,,a medicinal that counteracts heat toxins,44
淸热凉血药,淸熱涼血藥,,heat-clearing and blood-cooling medicinal,,,a medicinal that has the effect of eliminating pathogenic heat from the nutrient and blood aspects in cases of externally contracted febrile diseases,44
淸虚热药,淸虛熱藥,,deficiency heatclearing medicinal,,,a medicinal that clears heat from deficiency conditions,44
炮制；修治； 修事,炮製；修治； 修事,,processing of medicinals,,,a general term for treating of medicinal substances by various means before their medical use,44
泻下药,瀉下藥,,purgative medicinal,,,"a category of medicinals that promote defecation or even cause diarrhea, not only for relieving constipation, but also for driving stagnant matter, excessive heat and retained fluid out of the body",44
攻下药,攻下藥,,offensive purgative medicinal,,,a medicinal that has a potent purgative effect for moving the bowels and driving away excessive heat and stagnant matter,44
温下药,溫下藥,,warm purgative medicinal,,,"a medicinal warm in property, which relieves constipation caused by excessive cold stagnation",44
润下药,潤下藥,,laxative (medicinal),,,a medicinal that lubricates the intestinal tract to facilitate defecation,44
峻下逐水药,峻下逐水藥,,drastic (purgative) water-expelling medicinal,,,"a cathartic that causes copious water discharge for reducing accumulated fluid in anasarca, ascites and pleural effusion",44
祛风湿药,祛風濕藥,,wind-dampnessdispelling medicinal,,,"a category of medicinals that dispel wind and dampness, mainly for relieving rheumatism and related conditions",44
祛风湿散寒药,祛風濕散寒藥,,wind-dampnessdispelling and cold-dispersing medicinal,,,"a medicinal that dispels wind-dampness and disperses cold, indicated in wind-dampness arthralgia of cold type",44
祛风湿淸热药,祛風濕淸熱藥,,wind-dampnessdispelling and heatclearing medicinal,,,"a medicinal that dispels wind-dampness and clears heat, suitable for treating wind-dampness arthralgia of heat type",44
化湿药,化濕藥,,dampness-resolving medicinal,,,"a medicinal with fragrant odor, warming and drying, that resolves dampness",44
利水渗湿药； 利湿药,利水滲濕藥； 利濕藥,,dampness-draining diuretic medicinal,,,a medicinal that increases urine excretion and water discharge for treating internal retention of dampness,44
切(制）,切(製）,,cut the medicinal,,,cut the medicinal into pieces,44
利水消肿药,利水消腫藥,,water-draining and swelling-dispersing medicinal,,,a medicinal that increases urine excretion for treating edema,44
利尿通淋药,利尿通淋藥,,strangury-relieving diuretic medicinal,,,"a medicinal that increases urine excretion and relieves strangury, mainly indicated in the treatment of dampness-heat in the lower energizer with difficult and painful discharge of urine",44
通淋药,通淋藥,,strangury-relieving medicinal,,,a medicinal that relieves various kinds of strangury,44
利湿退黄药,利濕退黃藥,,dampness-draining anti-icteric medicinal,,,"a medicinal that drains dampness and relieves icterus, indicated in the treatment of dampness-heat jaundice",44
利胆退黄药,利膽退黃藥,,bile-draining anti-icteric medicinal,,,a medicinal that promotes the discharge of bile to relieve jaundice,44
温里药,溫裏藥,,interior-warming medicinal,,,a medicinal that warms the interior and expels internal cold,44
理气药,理氣藥,,qi-regulating medicinal,,,a medicinal that regulates qi movement to treat qi stagnation or adverse qi flow,44
消食药； 消导药,消食藥； 消導藥,,digestant medicinal,,,a medicinal that aids digestion to eliminate accumulated undigested food,44
驱虫药,驅蟲藥,,worm-expelling medicinal,,,a medicinal that expels or kills parasitic worms,44
止血药,止血藥,,hemostatic (medicinal),,,"a category of medicinals that arrest bleeding, either internal or external",44
水制,水製,,water processing,,,"processing by utilizing water, including washing, bleaching, soaking, refining with water, etc.",44
凉血止血药,涼血止血藥,,blood-cooling hemostatic medicinal,,,"a medicinal that arrests bleeding by clearing the blood of heat, indicated in the treatment of blood-heat hemorrhage",44
化瘀止血药,化瘀止血藥,,stasis-resolving hemostatic medicinal,,,a medicinal that arrests bleeding and at the same time removes stagnant blood which may cause further bleeding,44
收敛止血药,收斂止血藥,,astringent hemostatic medicinal,,,a medicinal that arrests bleeding by its astringent action,44
温经止血药,溫經止血藥,,meridian-warming hemostatic medicinal,,,a medicinal that arrests bleeding by warming the meridians/channels,44
活血化瘀药,活血化瘀藥,,blood-activating and stasis-resolving medicinal,,,a medicinal that promotes blood flow and resolves blood stasis,44
活血祛瘀药,活血祛瘀藥,,blood-activating and stasis-dispelling medicinal,,,a medicinal that promotes blood flow and dispels blood stasis,44
活血药,活血藥,,blood-activating medicinal,,,a category of medicinals used in the treatment of retarded or static blood flow,44
化瘀药,化瘀藥,,stasis-resolving medicinal,,,a category of medicinals used in the treatment of blood stasis,44
活血止痛药,活血止痛藥,,blood-activating analgesic medicinal,,,"a medicinal that activates blood, moves qi and alleviates pain, indicated in the treatment of painful conditions caused by stagnation of qi and blood",44
活血行气药,活血行氣藥,,blood-activating and qi-moving medicinal,,,"a medicinal that activates blood and promotes the flow of qi, used primarily in treating stagnation of qi and blood",44
水飞,水飛,,water-grind,,,"remove impurities from a powdered medicinal and at the same time obtaining finer powder by mixing it with water in a tank and allowing the supernatant turbid fluid to settle in another tank, and then collecting the deposit",44
活血调经药,活血調經藥,,blood-activating menstruationregulating medicinal,,,"a medicinal that activates blood and regulates menstruation for treating menstrual disorders, dysmenorrhea, amenorrhea and postpartum blood stagnation",44
活血疗伤药,活血療傷藥,,blood-activating trauma-curing medicinal,,,"a medicinal that activates blood, reduces swelling, arrests bleeding and promotes the healing of wounds and fractures",44
破血消症药,破血消癥藥,,blood-breaking mass-eliminating medicinal,,,"a medicinal that, acting drastically, breaks up the static blood and eliminates masses",44
止咳平喘药,止咳平喘藥,,cough-suppressing and panting-calming medicinal,,,a medicinal that relieves cough and dyspnea,44
安神药,安神藥,,tranquillizing medicinal,,,a medicinal that calms the mind and relieves mental tension,44
重鎭安神药,重鎭安神藥,,settling tranquillizing medicinal,,,"a medicinal, mostly a mineral, fossil bone or shell, that induces tranquilization with its settling action",44
养心安神药,養心安神藥,,heart-nourishing tranquillizing medicinal,,,a medicinal that nourishes yin-blood of the heart to calm the mind,44
平肝熄风药,平肝熄風藥,,liver-pacifying and wind-extinguishing medicinal,,,"a medicinal that pacifies the liver, suppresses exuberant yang, extinguishes internal wind and controls spasms or tremors",44
开窍药,開竅藥,,orifice-opening medicinal,,,"a medicinal, fragrant in flavor, with a resuscitating effect, used for emergency treatment of loss of consciousness in block pattern/syndrome",44
补益药,補益藥,,tonifying and replenishing medicinal,,,"a category of medicinals that replenish the healthy qi and strengthen the body resistance, used for treating deficiency conditions",44
滋而不 腻,滋而不 膩,[zi er bu ni],nourishing but not slimy,,,,44
煮,煮,[zhu],decocting,,,,44
中药性 能,中藥性 能,[zhong ydo xing neng],properties and actions of Chinese medicinal,,,,44
中药,中藥,[zhong ydo],Chinese materia medica; Chinese medicinal,,,,44
炙,炙,㈣,stir-frying with liquid adjuvant,,,,44
制霜,制霜,[zhi shudng],crystallizing or powdering,,,,44
蒸,蒸,[zheng],steaming,,,,44
铡,鍘,[zha],cutting up with cutter,,,,44
臟药 材,臟藥 材,[di ddo ydo cai],genuine regional materia medica,,,,44
一字,一字,[yi zi],powder on quarter of a coin,,,,44
一钱匕,一錢匕,[yi qian 聞,powder on a coin,,,,44
药性,藥性,[ya〇 xing],medicinal property,,,,44
药,藥,|ydo],medicinal; medicine,,,,44
修治,修治,[xiu zhi],processing of materia medica,,,,44
修事,修事,[xiu shi],processing of materia medica,,,,44
辛而不 烈,辛而不 烈,[xin er bu lie],pungent and warm but not drying,,,,44
相须,相須,[xidng xu],mutual reinforcement,,,,44
相畏,相畏,[xidng wei],mutual restraint,,,,44
相使,相使,[xidng sh],mutual assistance,,,,44
相杀,相殺,[xidng sha],mutual suppression,,,,44
相反,相反,[xidng fan],antagonism,,,,44
相恶,相惡,[xidng wu],mutual inhibition,,,,44
洗,洗,[X],washing,,,,44
煨,煨,[wei],roasting,,,,44
挑,挑,[tiao],selecting,,,,44
烫,燙,[tang],scalding,,,,44
四性,四性,[si xing],four properties,,,,44
四气,四氣,[si qq,four properties,,,,44
水制,水制,[shui zhi],water processing,,,,44
水火共 制,水火共 制,[shui huo gong zhi],fire and water processing,,,,44
水飞,水飛,[shui fei],grinding with water,,,,44
刷,刷,[shua],brushing,,,,44
食忌,食忌,[shi ji],dietary contraindication,,,,44
十九畏,十九畏,[shi jiu wei],nineteen mutual inhibitions,,,,44
十八反,十八反,[shi ba fan],eighteen antagonisms,,,,44
升降浮 沉,升降浮 沉,[sheng jiang fu chen],"ascending, descending, floating and sinking",,,,44
筛,篩,[shai],sieving,,,,44
润而不 腻,潤而不 膩,[run er bu ni],moistening but not slimy,,,,44
润,潤,[run],moistening,,,,44
妊娠禁 忌药,妊娠禁 忌藥,[ren shen jin ji yao],contraindication during pregnancy,,,,44
去火毒,去火毒,[qu huo du],removing fire toxin,,,,44
清炒,清炒,chao],plain stir-frying,,,,44
切,切,[qie],cutting,,,,44
漂,漂,[pid〇],rinsing,,,,44
配伍禁 忌,配伍禁 忌,[pei wu jin ji],prohibited combination,,,,44
配伍,配伍,[pei wu],combination of medicinals,,,,44
炮炙,炮炙,[pao zhi],processing,,,,44
炮制,炮制,[pao zhi],processing of materia medica,,,,44
泡,泡,[pa〇],soaking,,,,44
碾,碾,[nidn],grinding,,,,44
闷,悶,[men],sealed for moistening,,,,44
淋,淋,"[lin, lin]",①    strangury ②    sprinkling,,,,44
咀,咀,[jU],chewing,,,,44
拣,揀,[jian],selecting,,,,44
加辅料 炒,加輔料 炒,[jia fu lido chao],stir-frying with adjuvant,,,,44
剂量,劑量,[ji liang],dose; dosage,,,,44
火制,火制,[huo zhi],fire processing,,,,44
烘焙,烘焙,[hong bei],baking,,,,44
归经,歸經,[gui jing],meridian/ channel tropism,,,,44
刮,刮,[gua|,scraping,,,,44
副作用,副作用,[fu zuo y〇ng],side effect,,,,44
服药食 忌,服藥食 忌,[fu yao shi ji],dietary incompatibility,,,,44
伏,伏,岡,covering and soaking,,,,44
方寸匕,方寸匕,[fang cun bi],square-cun spoon,,,,44
发芽,發芽,[fd ya|,sprouting,,,,44
发酵,發酵,[f^a jiao],fermentation,,,,44
煅,煆,[duan],calcining,,,,44
毒性反 应,毒性反 應,[du xing fan ying],toxic reaction,,,,44
道地药 材,道地藥 材,[ddo di ydo cai],genuine regional materia medica,,,,44
捣,搗,[ddo],pounding,,,,44
刀圭,刀圭,[dao gui],one tenth of square-cun spoon,,,,44
锉散,銼散,[cuo sdn],powdering by filing or pounding,,,,44
锉,銼,[cuo],filing,,,,44
淬,淬,[cui],quenching,,,,44
粗末,粗末,[cu mo],crude powder,,,,44
炒炭,炒炭,[chao tan],stir-frying to scorch,,,,44
炒焦,炒焦,[chao jiao],stir-frying to brown,,,,44
炒黄,炒黃,[chao huang],stir-frying to yellow,,,,44
炒,炒,[chao],stir-frying,,,,44
簸,簸,[b6],winnowing,,,,44
镑,鎊,[bang],flaking,,,,44
阿魏,阿魏,ā wèi,Resina Ferulae,Chinese asafoetida,,,45
矮茶风,矮茶風,?i chá fēng,Herba Ardisiae Japonicae,Japanese ardisia,,,45
矮地茶 (平地木),矮地茶 (平地木),?i dì chá (ping dì mù),Herba Ardisiae Japonicae,Japanese ardisia,,,45
艾片,艾片,ài piàn,Borneolum Blumeae,borneol,,,45
艾绒,艾絨,ài róng,Tomenta Artemisiae Argyi,mugwort floss,,,45
艾叶,艾葉,ài yè,Folium Artemisiae Argyi,mugwort leaf; artemisia,,,45
艾叶炭,艾葉炭,ài yè tàn,Folium Artemisiae Argyi Carbonisatum,charred mugwort leaf,,,45
矮樟,矮樟,?i zhāng,Radix Linderae,lindera root,,,45
安乐菜,安樂菜,ān lè cài,Herba Portulacae,purslane; portulaca,,,45
安南桂,安南桂,ān nán guì,Cortex Cinnamomi,cinnamon bark; inner bark of Saigon cinnamon,,,45
安南子,安南子,ān nán z?,Semen Sterculiae Lychnophorae,sterculia seed,,,45
安息香,安息香,ān xī xiāng,Benzoinum,benzoin,,,45
安息香脂,安息香脂,ān xī xiāng zhī,Benzoinum,benzoin,,,45
桉油,桉油,ān yóu,Oleum Eucalypti,swamp mahogany oil,,,45
暗紫贝母,暗紫貝母,àn z? bèi m?,Bulbus Fritillariae Unibracteatae,tendrilled fritillaria bulb,,,45
澳洲檀香,澳洲檀香,ào zhōu tán xiāng,Lignum Santali Albi,"sandalwood, santalum",,,45
八百力,八百力,bā b?i lì,Fructus Crotonis,croton seed,,,45
巴东独活,巴東獨活,bā dōng dú huó,Radix Angelicae Pubescentis,angelica root; pubescent angelica root; tu-huo,,,45
巴豆,巴豆,bā dòu,Fructus Crotonis,croton seed,,,45
巴豆霜,巴豆霜,bā dòu shuāng,Semen Crotonis Pulveratum,defatted croton seed powder,,,45
八股牛,八股牛,bā g? niú,Cortex Dictamni,dictamnus root bark; cortex of Chinese dittany root,,,45
巴果,巴果,bā gu?,Fructus Crotonis,croton fruit,,,45
巴戟天,巴戟天,bā j? tiān,Radix Morindae Officinalis,morinda root,,,45
八角枫,八角楓,bā ji?o fēng,Radix Alangii Chinensis,Chinese alangium,,,45
八角茴香,八角茴香,bā ji?o huí xiāng,Fructus Anisi Stellati,Chinese star anise,,,45
